"","Status_Checking_Acc","Duration_in_Months","Credit_History","Purposre_Credit_Taken","Credit_Amount","Savings_Acc","Years_At_Present_Employment","Inst_Rt_Income","Marital_Status_Gender","Other_Debtors_Guarantors","Current_Address_Yrs","Property","Age","Other_Inst_Plans","Housing","Num_CC","Job","Dependents","Telephone","Foreign_Worker","Default_On_Payment","predclass"
"3769","A12",12,"A34","A42",3617,"A61","A75","1","A93","A101","4","A123",28,"A143","A151","3","A173","1","A192","A201","0",0
"3774","A14",24,"A34","A43",2223,"A62","A75","4","A93","A101","4","A122",52,"A141","A152","2","A173","1","A191","A201","0",0
"3778","A11",18,"A32","A43",3509,"A61","A74","4","A92","A103","1","A121",25,"A143","A152","1","A173","1","A191","A201","0",0
"3796","A14",9,"A32","A42",2301,"A62","A72","2","A92","A101","4","A122",22,"A143","A151","1","A173","1","A191","A201","0",0
"3797","A11",18,"A32","A41",7511,"A65","A75","1","A93","A101","4","A122",51,"A143","A153","1","A173","2","A192","A201","1",0
"3800","A12",9,"A32","A40",1549,"A65","A72","4","A93","A101","2","A121",35,"A143","A152","1","A171","1","A191","A201","0",0
"3809","A12",42,"A31","A41",9283,"A61","A71","1","A93","A101","2","A124",55,"A141","A153","1","A174","1","A192","A201","0",1
"3813","A11",36,"A34","A41",9629,"A61","A74","4","A93","A101","4","A123",24,"A143","A152","2","A173","1","A192","A201","1",1
"3817","A14",6,"A32","A44",1338,"A63","A73","1","A91","A101","4","A121",62,"A143","A152","1","A173","1","A191","A201","0",0
"3818","A14",6,"A34","A43",1554,"A61","A74","1","A92","A101","2","A123",24,"A143","A151","2","A173","1","A192","A201","0",0
"3822","A13",12,"A32","A43",3016,"A61","A73","3","A94","A101","1","A123",24,"A143","A152","1","A173","1","A191","A201","0",0
"3827","A11",18,"A34","A40",3966,"A61","A75","1","A92","A101","4","A121",33,"A141","A151","3","A173","1","A192","A201","1",1
"3831","A14",24,"A33","A49",2375,"A63","A73","4","A93","A101","2","A123",44,"A143","A152","2","A173","2","A192","A201","0",0
"3832","A11",18,"A32","A40",1216,"A61","A72","4","A92","A101","3","A123",23,"A143","A151","1","A173","1","A192","A201","1",1
"3834","A12",24,"A32","A43",5084,"A65","A75","2","A92","A101","4","A123",42,"A143","A152","1","A173","1","A192","A201","0",0
"3837","A14",12,"A32","A43",886,"A65","A73","4","A92","A101","2","A123",21,"A143","A152","1","A173","1","A191","A201","0",0
"3839","A11",24,"A34","A41",2957,"A61","A75","4","A93","A101","4","A122",63,"A143","A152","2","A173","1","A192","A201","0",0
"3847","A14",18,"A32","A40",6761,"A65","A73","2","A93","A101","4","A123",68,"A143","A151","2","A173","1","A191","A201","1",0
"3849","A11",9,"A32","A43",1364,"A61","A74","3","A93","A101","4","A121",59,"A143","A152","1","A173","1","A191","A201","0",0
"3855","A14",36,"A33","A40",10875,"A61","A75","2","A93","A101","2","A123",45,"A143","A152","2","A173","2","A192","A201","0",1
"3857","A14",10,"A32","A48",894,"A65","A74","4","A92","A101","3","A122",40,"A143","A152","1","A173","1","A192","A201","0",0
"3860","A14",9,"A32","A40",3577,"A62","A73","1","A93","A103","2","A121",26,"A143","A151","1","A173","2","A191","A202","0",0
"3866","A14",15,"A32","A42",2221,"A63","A73","2","A92","A101","4","A123",20,"A143","A151","1","A173","1","A191","A201","0",0
"3871","A14",36,"A33","A42",7678,"A63","A74","2","A92","A101","4","A123",40,"A143","A152","2","A173","1","A192","A201","0",0
"3873","A11",24,"A34","A49",1382,"A62","A74","4","A93","A101","1","A121",26,"A143","A152","2","A173","1","A192","A201","0",0
"3875","A11",12,"A32","A42",3590,"A61","A73","2","A93","A102","2","A122",29,"A143","A152","1","A172","2","A191","A201","0",1
"3878","A14",36,"A32","A43",3595,"A61","A75","4","A93","A101","2","A123",28,"A143","A152","1","A173","1","A191","A201","0",0
"3886","A11",12,"A32","A46",795,"A61","A72","4","A92","A101","4","A122",53,"A143","A152","1","A173","1","A191","A201","1",1
"3887","A12",24,"A34","A49",2825,"A65","A74","4","A93","A101","3","A124",34,"A143","A152","2","A173","2","A192","A201","0",0
"3891","A11",27,"A34","A49",2442,"A61","A75","4","A93","A101","4","A123",43,"A142","A152","4","A174","2","A192","A201","0",1
"3894","A12",36,"A34","A41",5800,"A61","A73","3","A93","A101","4","A123",34,"A143","A152","2","A173","1","A192","A201","0",1
"3895","A14",18,"A34","A43",1169,"A65","A73","4","A93","A101","3","A122",29,"A143","A152","2","A173","1","A192","A201","0",0
"3900","A11",18,"A32","A42",4153,"A61","A73","2","A93","A102","3","A123",42,"A143","A152","1","A173","1","A191","A201","1",1
"3909","A14",15,"A33","A41",3594,"A61","A72","1","A92","A101","2","A122",46,"A143","A152","2","A172","1","A191","A201","0",0
"3913","A12",30,"A32","A43",2991,"A65","A75","2","A92","A101","4","A123",25,"A143","A152","1","A173","1","A191","A201","0",0
"3914","A14",11,"A32","A49",2142,"A64","A75","1","A91","A101","2","A121",28,"A143","A152","1","A173","1","A192","A201","0",0
"3915","A11",24,"A31","A49",3161,"A61","A73","4","A93","A101","2","A122",31,"A143","A151","1","A173","1","A192","A201","1",1
"3919","A11",24,"A32","A42",2359,"A62","A71","1","A91","A101","1","A122",33,"A143","A152","1","A173","1","A191","A201","1",1
"3921","A14",18,"A34","A42",1817,"A61","A73","4","A92","A101","2","A124",28,"A143","A152","2","A173","1","A191","A201","0",0
"3922","A14",48,"A33","A43",12000,"A63","A74","4","A93","A101","1","A123",37,"A143","A152","1","A174","1","A192","A201","0",0
"3926","A11",12,"A31","A40",697,"A61","A72","4","A93","A101","2","A123",46,"A141","A152","2","A173","1","A192","A201","1",1
"3930","A11",12,"A33","A40",1344,"A61","A73","4","A93","A101","2","A121",43,"A143","A152","2","A172","2","A191","A201","0",1
"3931","A11",24,"A32","A42",1747,"A61","A72","4","A93","A102","1","A122",24,"A143","A152","1","A172","1","A191","A202","0",0
"3934","A14",12,"A34","A43",522,"A63","A75","4","A93","A101","4","A122",42,"A143","A152","2","A173","2","A192","A201","0",0
"3936","A12",30,"A33","A43",1919,"A62","A72","4","A93","A101","3","A124",30,"A142","A152","2","A174","1","A191","A201","1",1
"3943","A14",24,"A32","A42",929,"A65","A74","4","A93","A101","2","A123",31,"A142","A152","1","A173","1","A192","A201","0",0
"3946","A12",48,"A30","A40",8358,"A63","A72","1","A92","A101","1","A123",30,"A143","A152","2","A173","1","A191","A201","0",1
"3947","A11",24,"A31","A42",3349,"A63","A72","4","A93","A101","4","A124",30,"A143","A153","1","A173","2","A192","A201","1",1
"3949","A14",18,"A32","A42",1533,"A61","A72","4","A94","A102","1","A122",43,"A143","A152","1","A172","2","A191","A201","1",0
"3950","A14",24,"A32","A43",3621,"A62","A75","2","A93","A101","4","A123",31,"A143","A152","2","A173","1","A191","A201","1",0
"3955","A11",12,"A32","A40",1893,"A61","A73","4","A92","A103","4","A122",29,"A143","A152","1","A173","1","A192","A201","0",1
"3957","A13",30,"A34","A43",3656,"A65","A75","4","A93","A101","4","A122",49,"A142","A152","2","A172","1","A191","A201","0",0
"3958","A12",9,"A34","A43",1154,"A61","A75","2","A93","A101","4","A121",37,"A143","A152","3","A172","1","A191","A201","0",0
"3965","A12",6,"A32","A45",454,"A61","A72","3","A94","A101","1","A122",22,"A143","A152","1","A172","1","A191","A201","0",1
"3967","A12",27,"A34","A43",2520,"A63","A73","4","A93","A101","2","A122",23,"A143","A152","2","A172","1","A191","A201","1",1
"3968","A14",15,"A32","A43",3568,"A61","A75","4","A92","A101","2","A123",54,"A141","A151","1","A174","1","A192","A201","0",1
"3971","A12",15,"A32","A45",1514,"A62","A73","4","A93","A103","2","A121",22,"A143","A152","1","A173","1","A191","A201","0",0
"3974","A11",60,"A32","A49",7297,"A61","A75","4","A93","A102","4","A124",36,"A143","A151","1","A173","1","A191","A201","1",1
"3978","A12",18,"A33","A49",2427,"A65","A75","4","A93","A101","2","A122",42,"A143","A152","2","A173","1","A191","A201","0",0
"3980","A12",15,"A31","A40",1264,"A62","A73","2","A94","A101","2","A122",25,"A143","A151","1","A173","1","A191","A201","1",1
"3984","A11",36,"A32","A41",8229,"A61","A73","2","A93","A101","2","A122",26,"A143","A152","1","A173","2","A191","A201","1",1
"3986","A11",15,"A34","A42",1433,"A61","A73","4","A92","A101","3","A122",25,"A143","A151","2","A173","1","A191","A201","0",1
"3990","A12",24,"A34","A43",1743,"A61","A75","4","A93","A101","2","A122",48,"A143","A152","2","A172","1","A191","A201","0",0
"3993","A11",18,"A32","A43",1936,"A65","A74","2","A94","A101","4","A123",23,"A143","A151","2","A172","1","A191","A201","0",0
"3994","A11",36,"A32","A42",3959,"A61","A71","4","A93","A101","3","A122",30,"A143","A152","1","A174","1","A192","A201","0",1
"3997","A11",30,"A32","A41",3857,"A61","A73","4","A91","A101","4","A122",40,"A143","A152","1","A174","1","A192","A201","0",1
"4001","A11",6,"A34","A43",1169,"A65","A75","4","A93","A101","4","A121",67,"A143","A152","2","A173","1","A192","A201","0",0
"4009","A14",12,"A32","A43",3059,"A64","A74","2","A91","A101","4","A121",61,"A143","A152","1","A172","1","A191","A201","0",0
"4011","A12",12,"A32","A40",1295,"A61","A72","3","A92","A101","1","A123",25,"A143","A151","1","A173","1","A191","A201","1",1
"4013","A12",12,"A32","A43",1567,"A61","A73","1","A92","A101","1","A123",22,"A143","A152","1","A173","1","A192","A201","0",1
"4014","A11",24,"A34","A40",1199,"A61","A75","4","A93","A101","4","A123",60,"A143","A152","2","A172","1","A191","A201","1",1
"4020","A14",24,"A32","A43",3430,"A63","A75","3","A93","A101","2","A123",31,"A143","A152","1","A173","2","A192","A201","0",0
"4027","A14",6,"A30","A43",426,"A61","A75","4","A94","A101","4","A123",39,"A143","A152","1","A172","1","A191","A201","0",0
"4030","A11",60,"A33","A49",6836,"A61","A75","3","A93","A101","4","A124",63,"A143","A152","2","A173","1","A192","A201","1",1
"4031","A12",18,"A32","A49",1913,"A64","A72","3","A94","A101","3","A121",36,"A141","A152","1","A173","1","A192","A201","0",1
"4033","A12",18,"A32","A40",5866,"A62","A73","2","A93","A101","2","A123",30,"A143","A152","2","A173","1","A192","A201","0",1
"4037","A14",48,"A34","A46",6110,"A61","A73","1","A93","A101","3","A124",31,"A141","A153","1","A173","1","A192","A201","0",1
"4038","A13",18,"A32","A43",2100,"A61","A73","4","A93","A102","2","A121",37,"A142","A152","1","A173","1","A191","A201","1",1
"4049","A14",11,"A34","A40",7228,"A61","A73","1","A93","A101","4","A122",39,"A143","A152","2","A172","1","A191","A201","0",0
"4051","A12",24,"A33","A42",2333,"A65","A72","4","A93","A101","2","A122",29,"A141","A152","1","A172","1","A191","A201","0",0
"4054","A14",18,"A32","A41",3378,"A65","A73","2","A93","A101","1","A122",31,"A143","A152","1","A173","1","A192","A201","0",0
"4055","A12",36,"A33","A40",2225,"A61","A75","4","A93","A101","4","A124",57,"A141","A153","2","A173","1","A192","A201","1",1
"4058","A14",36,"A34","A43",9566,"A61","A73","2","A92","A101","2","A123",31,"A142","A152","2","A173","1","A191","A201","0",1
"4059","A13",18,"A32","A40",1961,"A61","A75","3","A92","A101","2","A123",23,"A143","A152","1","A174","1","A191","A201","0",1
"4062","A12",15,"A34","A43",1537,"A65","A75","4","A93","A103","4","A121",50,"A143","A152","2","A173","1","A192","A201","0",0
"4067","A14",12,"A32","A43",2171,"A61","A72","2","A92","A101","2","A123",29,"A141","A152","1","A173","1","A191","A201","0",0
"4070","A14",36,"A32","A43",2394,"A65","A73","4","A92","A101","4","A123",25,"A143","A152","1","A173","1","A191","A201","0",0
"4079","A14",54,"A30","A41",9436,"A65","A73","2","A93","A101","2","A122",39,"A143","A152","1","A172","2","A191","A201","0",0
"4080","A12",30,"A32","A42",3832,"A61","A72","2","A94","A101","1","A122",22,"A143","A152","1","A173","1","A191","A201","0",1
"4085","A11",10,"A32","A43",2315,"A61","A75","3","A93","A101","4","A121",52,"A143","A152","1","A172","1","A191","A201","0",1
"4086","A14",12,"A34","A49",1412,"A61","A73","4","A92","A103","2","A121",29,"A143","A152","2","A174","1","A192","A201","0",0
"4092","A11",12,"A34","A41",1409,"A61","A75","4","A93","A101","3","A121",54,"A143","A152","1","A173","1","A191","A201","0",0
"4096","A12",54,"A30","A49",12000,"A61","A72","3","A93","A101","4","A124",58,"A143","A151","1","A173","1","A192","A201","1",1
"4097","A14",12,"A34","A46",2012,"A65","A74","4","A92","A101","2","A123",61,"A143","A152","1","A173","1","A191","A201","0",0
"4099","A12",36,"A34","A43",2337,"A61","A75","4","A93","A101","4","A121",36,"A143","A152","1","A173","1","A191","A201","0",0
"4100","A12",20,"A33","A41",7057,"A65","A74","3","A93","A101","4","A122",36,"A141","A151","2","A174","2","A192","A201","0",0
"4101","A14",24,"A32","A40",1469,"A62","A75","4","A94","A101","4","A121",41,"A143","A151","1","A172","1","A191","A201","0",1
"4104","A12",9,"A34","A42",1919,"A61","A74","4","A93","A101","3","A123",35,"A143","A151","1","A173","1","A192","A201","0",0
"4106","A12",24,"A34","A410",11938,"A61","A73","2","A93","A102","3","A123",39,"A143","A152","2","A174","2","A192","A201","1",1
"4110","A12",14,"A32","A49",1410,"A63","A75","1","A94","A101","2","A121",35,"A143","A152","1","A173","1","A192","A201","0",1
"4112","A13",15,"A32","A46",392,"A61","A72","4","A92","A101","4","A122",23,"A143","A151","1","A173","1","A192","A201","0",1
"4115","A11",12,"A32","A43",1680,"A63","A75","3","A94","A101","1","A121",35,"A143","A152","1","A173","1","A191","A201","0",1
"4117","A11",42,"A32","A43",7174,"A65","A74","4","A92","A101","3","A123",30,"A143","A152","1","A174","1","A192","A201","1",1
"4119","A11",33,"A34","A42",4281,"A63","A73","1","A92","A101","4","A123",23,"A143","A152","2","A173","1","A191","A201","1",1
"4127","A11",12,"A32","A43",701,"A61","A73","4","A94","A101","2","A121",40,"A143","A152","1","A172","1","A191","A201","0",1
"4129","A12",12,"A34","A41",1860,"A61","A71","4","A93","A101","2","A123",34,"A143","A152","2","A174","1","A192","A201","0",0
"4130","A11",12,"A34","A40",3499,"A61","A73","3","A92","A102","2","A121",29,"A143","A152","2","A173","1","A191","A201","1",1
"4131","A12",48,"A32","A40",8487,"A65","A74","1","A92","A101","2","A123",24,"A143","A152","1","A173","1","A191","A201","0",1
"4132","A11",36,"A33","A46",6887,"A61","A73","4","A93","A101","3","A122",29,"A142","A152","1","A173","1","A192","A201","1",1
"4134","A14",18,"A32","A42",1984,"A61","A73","4","A93","A101","4","A124",47,"A141","A153","2","A173","1","A191","A201","0",1
"4141","A13",6,"A32","A40",709,"A64","A72","2","A94","A101","2","A121",27,"A143","A152","1","A171","1","A191","A202","0",0
"4145","A14",21,"A34","A42",2288,"A61","A72","4","A92","A101","4","A122",23,"A143","A152","1","A173","1","A192","A201","0",0
"4148","A14",12,"A34","A40",682,"A62","A74","4","A92","A101","3","A123",51,"A143","A152","2","A173","1","A192","A201","0",0
"4149","A11",36,"A34","A42",5371,"A61","A73","3","A93","A103","2","A122",28,"A143","A152","2","A173","1","A191","A201","0",1
"4151","A14",6,"A32","A43",1346,"A62","A75","2","A93","A101","4","A124",42,"A141","A153","1","A173","2","A192","A201","0",0
"4152","A14",10,"A32","A43",1924,"A61","A73","1","A93","A101","4","A122",38,"A143","A152","1","A173","1","A192","A202","0",0
"4157","A11",9,"A34","A45",1288,"A62","A75","3","A93","A103","4","A121",48,"A143","A152","2","A173","2","A191","A202","0",0
"4158","A11",12,"A31","A48",339,"A61","A75","4","A94","A101","1","A123",45,"A141","A152","1","A172","1","A191","A201","0",1
"4159","A12",24,"A32","A40",3512,"A62","A74","2","A93","A101","3","A123",38,"A141","A152","2","A173","1","A192","A201","0",1
"4160","A14",6,"A34","A43",1898,"A65","A73","1","A93","A101","2","A121",34,"A143","A152","2","A172","2","A191","A201","0",0
"4166","A14",6,"A32","A42",2978,"A63","A73","1","A93","A101","2","A123",32,"A143","A152","1","A173","1","A192","A201","0",0
"4169","A14",24,"A32","A42",3972,"A61","A74","2","A92","A101","4","A122",25,"A143","A151","1","A173","1","A192","A201","0",0
"4171","A11",15,"A30","A40",950,"A61","A75","4","A93","A101","3","A123",33,"A143","A151","2","A173","2","A191","A201","1",1
"4173","A12",24,"A33","A42",2064,"A61","A71","3","A92","A101","2","A122",34,"A143","A152","1","A174","1","A192","A201","1",1
"4175","A11",21,"A33","A46",3414,"A61","A72","2","A93","A101","1","A122",26,"A143","A152","2","A173","1","A191","A201","1",1
"4179","A14",12,"A32","A43",1963,"A61","A74","4","A93","A101","2","A123",31,"A143","A151","2","A174","2","A192","A201","0",0
"4186","A14",15,"A34","A43",1360,"A61","A73","4","A93","A101","2","A122",31,"A143","A152","2","A173","1","A191","A201","0",0
"4191","A14",24,"A32","A49",4591,"A64","A73","2","A93","A101","3","A122",54,"A143","A152","3","A174","1","A192","A201","1",0
"4196","A12",9,"A34","A46",1501,"A61","A75","2","A92","A101","3","A123",34,"A143","A152","2","A174","1","A192","A201","1",1
"4199","A12",24,"A32","A41",2760,"A65","A75","4","A93","A101","4","A124",36,"A141","A153","1","A173","1","A192","A201","0",0
"4200","A12",18,"A33","A42",4297,"A61","A75","4","A91","A101","3","A124",40,"A143","A152","1","A174","1","A192","A201","1",1
"4202","A11",12,"A32","A40",1168,"A61","A73","4","A94","A101","3","A121",27,"A143","A152","1","A172","1","A191","A201","0",1
"4203","A14",27,"A33","A49",5117,"A61","A74","3","A93","A101","4","A123",26,"A143","A152","2","A173","1","A191","A201","0",0
"4204","A11",12,"A32","A48",902,"A61","A74","4","A94","A101","4","A122",21,"A143","A151","1","A173","1","A191","A201","1",1
"4205","A14",12,"A34","A40",1495,"A61","A75","4","A93","A101","1","A121",38,"A143","A152","2","A172","2","A191","A201","0",0
"4210","A14",12,"A32","A41",1413,"A64","A74","3","A93","A101","2","A122",55,"A143","A152","1","A173","1","A191","A202","0",0
"4217","A11",18,"A30","A49",3104,"A61","A74","3","A93","A101","1","A122",31,"A141","A152","1","A173","1","A192","A201","0",1
"4223","A14",12,"A32","A43",707,"A61","A73","4","A93","A101","2","A121",30,"A141","A152","2","A173","1","A191","A201","0",0
"4224","A14",24,"A33","A49",2978,"A65","A73","4","A93","A101","4","A121",32,"A143","A152","2","A173","2","A192","A201","0",0
"4226","A14",36,"A30","A45",2613,"A61","A73","4","A93","A101","2","A123",27,"A143","A152","2","A173","1","A191","A201","0",1
"4227","A12",48,"A32","A43",10961,"A64","A74","1","A93","A102","2","A124",27,"A141","A152","2","A173","1","A192","A201","1",1
"4238","A12",21,"A32","A49",2767,"A62","A75","4","A91","A101","2","A123",61,"A141","A151","2","A172","1","A191","A201","1",1
"4241","A11",24,"A32","A40",915,"A65","A75","4","A92","A101","2","A123",29,"A141","A152","1","A173","1","A191","A201","1",1
"4242","A14",6,"A32","A43",1595,"A61","A74","3","A93","A101","2","A122",51,"A143","A152","1","A173","2","A191","A201","0",0
"4243","A11",48,"A30","A41",4605,"A61","A75","3","A93","A101","4","A124",24,"A143","A153","2","A173","2","A191","A201","1",1
"4246","A14",24,"A32","A49",1258,"A61","A74","4","A93","A101","1","A121",25,"A143","A152","1","A173","1","A192","A201","0",0
"4248","A14",6,"A30","A40",1204,"A62","A73","4","A93","A101","1","A124",35,"A141","A151","1","A173","1","A191","A202","0",0
"4249","A13",24,"A32","A42",1925,"A61","A73","2","A93","A101","2","A121",26,"A143","A152","1","A173","1","A191","A201","0",0
"4252","A13",12,"A32","A42",2251,"A61","A73","1","A92","A101","2","A123",46,"A143","A152","1","A172","1","A191","A201","0",0
"4256","A12",60,"A33","A43",7418,"A65","A73","1","A93","A101","1","A121",27,"A143","A152","1","A172","1","A191","A201","0",1
"4257","A14",24,"A34","A43",2684,"A61","A73","4","A93","A101","2","A121",35,"A143","A152","2","A172","1","A191","A201","0",0
"4258","A11",12,"A31","A43",2149,"A61","A73","4","A91","A101","1","A124",29,"A143","A153","1","A173","1","A191","A201","1",1
"4259","A14",15,"A32","A41",3812,"A62","A72","1","A92","A101","4","A123",23,"A143","A152","1","A173","1","A192","A201","0",0
"4260","A14",11,"A34","A43",1154,"A62","A71","4","A92","A101","4","A121",57,"A143","A152","3","A172","1","A191","A201","0",0
"4261","A11",12,"A32","A42",1657,"A61","A73","2","A93","A101","2","A121",27,"A143","A152","1","A173","1","A191","A201","0",1
"4264","A14",12,"A34","A46",2748,"A61","A75","2","A92","A101","4","A124",57,"A141","A153","3","A172","1","A191","A201","0",0
"4271","A14",18,"A32","A40",2662,"A65","A74","4","A93","A101","3","A122",32,"A143","A152","1","A173","1","A191","A202","0",0
"4272","A14",12,"A34","A42",1402,"A63","A74","3","A92","A101","4","A123",37,"A143","A151","1","A173","1","A192","A201","0",0
"4280","A14",24,"A32","A43",1901,"A62","A73","4","A93","A101","4","A123",29,"A143","A151","1","A174","1","A192","A201","0",0
"4287","A11",48,"A32","A41",4788,"A61","A74","4","A93","A101","3","A122",26,"A143","A152","1","A173","2","A191","A201","0",1
"4288","A12",48,"A33","A410",7582,"A62","A71","2","A93","A101","4","A124",31,"A143","A153","1","A174","1","A192","A201","0",1
"4289","A12",12,"A32","A43",1092,"A61","A73","4","A92","A103","4","A121",49,"A143","A152","2","A173","1","A192","A201","0",1
"4295","A14",48,"A34","A49",7629,"A65","A75","4","A91","A101","2","A123",46,"A141","A152","2","A174","2","A191","A201","0",1
"4298","A14",10,"A32","A40",1287,"A65","A75","4","A93","A102","2","A122",45,"A143","A152","1","A172","1","A191","A202","0",0
"4301","A14",6,"A32","A40",672,"A61","A71","1","A92","A101","4","A121",54,"A143","A152","1","A171","1","A192","A201","0",0
"4303","A13",24,"A34","A40",1344,"A65","A74","4","A93","A101","2","A121",37,"A141","A152","2","A172","2","A191","A201","1",0
"4304","A11",10,"A34","A40",1038,"A61","A74","4","A93","A102","3","A122",49,"A143","A152","2","A173","1","A192","A201","0",0
"4306","A14",6,"A32","A42",1543,"A64","A73","4","A91","A101","2","A121",33,"A143","A152","1","A173","1","A191","A201","0",0
"4307","A14",30,"A32","A41",4811,"A65","A74","2","A92","A101","4","A122",24,"A142","A151","1","A172","1","A191","A201","0",0
"4310","A12",9,"A32","A40",276,"A61","A73","4","A94","A101","4","A121",22,"A143","A151","1","A172","1","A191","A201","0",1
"4311","A12",48,"A32","A410",5381,"A65","A71","3","A93","A101","4","A124",40,"A141","A153","1","A171","1","A192","A201","0",1
"4318","A12",24,"A32","A42",4351,"A65","A73","1","A92","A101","4","A122",48,"A143","A152","1","A172","1","A192","A201","0",1
"4319","A14",12,"A34","A46",701,"A61","A73","4","A93","A101","2","A123",32,"A143","A152","2","A173","1","A191","A201","0",0
"4327","A14",12,"A34","A42",5801,"A65","A75","2","A93","A101","4","A122",49,"A143","A151","1","A173","1","A192","A201","0",0
"4329","A13",36,"A32","A43",4473,"A61","A75","4","A93","A101","2","A123",31,"A143","A152","1","A173","1","A191","A201","0",1
"4333","A12",60,"A32","A40",7408,"A62","A72","4","A92","A101","2","A122",24,"A143","A152","1","A174","1","A191","A201","1",1
"4338","A11",15,"A32","A44",1275,"A65","A73","4","A92","A101","2","A123",24,"A143","A151","1","A173","1","A191","A201","1",1
"4342","A11",21,"A32","A42",3599,"A61","A74","1","A92","A101","4","A123",26,"A143","A151","1","A172","1","A191","A201","0",1
"4343","A12",18,"A32","A43",3213,"A63","A72","1","A94","A101","3","A121",25,"A143","A151","1","A173","1","A191","A201","0",1
"4345","A13",10,"A32","A40",3949,"A61","A72","1","A93","A103","1","A122",37,"A143","A152","1","A172","2","A191","A201","0",0
"4346","A14",15,"A34","A43",1459,"A61","A73","4","A92","A101","2","A123",43,"A143","A152","1","A172","1","A191","A201","0",0
"4352","A12",9,"A32","A42",959,"A61","A73","1","A92","A101","2","A123",29,"A143","A152","1","A173","1","A191","A202","1",0
"4355","A14",10,"A32","A46",727,"A63","A75","4","A93","A101","4","A124",46,"A143","A153","1","A173","1","A192","A201","0",0
"4364","A14",6,"A32","A42",1766,"A61","A73","1","A94","A101","2","A122",21,"A143","A151","1","A173","1","A191","A201","0",0
"4365","A11",18,"A32","A42",2473,"A61","A71","4","A93","A101","1","A123",25,"A143","A152","1","A171","1","A191","A201","1",1
"4371","A14",36,"A32","A40",3079,"A65","A73","4","A93","A101","4","A121",36,"A143","A152","1","A173","1","A191","A201","0",0
"4372","A14",18,"A34","A43",6070,"A61","A75","3","A93","A101","4","A123",33,"A143","A152","2","A173","1","A192","A201","0",0
"4374","A14",60,"A34","A40",12000,"A65","A75","2","A93","A101","4","A124",63,"A141","A153","1","A174","1","A192","A201","0",1
"4376","A11",48,"A31","A49",7685,"A61","A74","2","A92","A103","4","A123",37,"A143","A151","1","A173","1","A191","A201","1",1
"4377","A14",18,"A33","A43",2320,"A61","A71","2","A94","A101","3","A121",34,"A143","A152","2","A173","1","A191","A201","0",0
"4378","A14",7,"A33","A43",846,"A65","A75","3","A93","A101","4","A124",36,"A143","A153","1","A173","1","A191","A201","0",0
"4384","A13",12,"A32","A40",1330,"A61","A72","4","A93","A101","1","A121",26,"A143","A152","1","A173","1","A191","A201","0",0
"4386","A14",18,"A34","A43",2238,"A61","A73","2","A92","A101","1","A123",25,"A143","A152","2","A173","1","A191","A201","0",0
"4387","A14",18,"A32","A43",1126,"A65","A72","4","A92","A101","2","A121",21,"A143","A151","1","A173","1","A192","A201","0",0
"4394","A11",6,"A34","A43",1957,"A61","A74","1","A92","A101","4","A123",31,"A143","A152","1","A173","1","A191","A201","0",0
"4399","A12",12,"A32","A40",1223,"A61","A75","1","A91","A101","1","A121",46,"A143","A151","2","A173","1","A191","A201","1",1
"4402","A12",18,"A34","A49",1887,"A65","A73","4","A94","A101","4","A121",28,"A141","A152","2","A173","1","A191","A201","0",1
"4403","A14",24,"A33","A49",8648,"A61","A72","2","A93","A101","2","A123",27,"A141","A152","2","A173","1","A192","A201","1",0
"4405","A12",18,"A33","A40",2899,"A65","A75","4","A93","A101","4","A123",43,"A143","A152","1","A173","2","A191","A201","0",0
"4406","A12",24,"A32","A43",2039,"A61","A72","1","A94","A101","1","A122",22,"A143","A152","1","A173","1","A192","A201","1",1
"4408","A11",15,"A32","A43",1053,"A61","A72","4","A94","A101","2","A121",27,"A143","A152","1","A173","1","A191","A202","0",0
"4411","A12",24,"A32","A43",1967,"A61","A75","4","A92","A101","4","A123",20,"A143","A152","1","A173","1","A192","A201","0",1
"4412","A14",33,"A34","A41",7253,"A61","A74","3","A93","A101","2","A123",35,"A143","A152","2","A174","1","A192","A201","0",0
"4417","A11",12,"A32","A40",2579,"A61","A72","4","A93","A101","1","A121",33,"A143","A152","1","A172","2","A191","A201","1",1
"4418","A11",18,"A33","A46",8471,"A65","A73","1","A92","A101","2","A123",23,"A143","A151","2","A173","1","A192","A201","0",1
"4419","A14",21,"A32","A40",2782,"A63","A74","1","A92","A101","2","A123",31,"A141","A152","1","A174","1","A191","A201","0",0
"4420","A12",18,"A32","A40",1042,"A65","A73","4","A92","A101","2","A122",33,"A143","A152","1","A173","1","A191","A201","1",1
"4422","A12",12,"A32","A41",2028,"A65","A73","4","A93","A101","2","A123",30,"A143","A152","1","A173","1","A191","A201","0",0
"4427","A14",28,"A34","A43",2743,"A61","A75","4","A93","A101","2","A123",29,"A143","A152","2","A173","1","A191","A201","0",0
"4428","A14",18,"A34","A43",1149,"A64","A73","4","A93","A101","3","A121",46,"A143","A152","2","A173","1","A191","A201","0",0
"4429","A14",9,"A32","A42",1313,"A61","A75","1","A93","A101","4","A123",20,"A143","A152","1","A173","1","A191","A201","0",0
"4430","A11",18,"A34","A45",1190,"A61","A71","2","A92","A101","4","A124",55,"A143","A153","3","A171","2","A191","A201","1",1
